epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
370,9781.47,0.68587,0.54441,0.10042,0.88143,0.70638,0.78045,0.46565,0.56341,0.53085,0.17143,0.00543363,0.00543363,0.00543363
371,9807.22,0.68749,0.50712,0.10585,0.9323,0.70321,0.78002,0.4701,0.55868,0.53715,0.17906,0.00542125,0.00542125,0.00542125
372,9833.92,0.69144,0.50792,0.10515,0.92554,0.69787,0.76898,0.48047,0.54252,0.54566,0.18965,0.00540887,0.00540887,0.00540887
373,9860.35,0.63769,0.51676,0.09674,0.92882,0.68298,0.76967,0.48542,0.54809,0.53676,0.19574,0.0053965,0.0053965,0.0053965
374,9886.84,0.60747,0.50977,0.09262,0.92341,0.71823,0.78455,0.50276,0.51956,0.54191,0.17567,0.00538413,0.00538413,0.00538413
375,9913.3,0.5789,0.53897,0.09053,0.94123,0.70851,0.78646,0.49429,0.53262,0.55059,0.18162,0.00537175,0.00537175,0.00537175
376,9939.81,0.66189,0.52754,0.10037,0.93263,0.69787,0.774,0.50406,0.53275,0.53986,0.17036,0.00535937,0.00535937,0.00535937
377,9966.59,0.80727,0.49343,0.11652,0.93248,0.7234,0.79599,0.49857,0.51935,0.55301,0.15575,0.005347,0.005347,0.005347
378,9992.56,0.64939,0.52296,0.09663,0.93343,0.716,0.78879,0.49639,0.53024,0.55211,0.16975,0.00533463,0.00533463,0.00533463
379,10019.2,0.63042,0.5352,0.09527,0.88794,0.70638,0.78109,0.45974,0.5624,0.54525,0.17265,0.00532225,0.00532225,0.00532225
380,10045.7,0.62981,0.53645,0.09463,0.92939,0.67216,0.77857,0.48366,0.53699,0.55069,0.17362,0.00530987,0.00530987,0.00530987
381,10072.5,0.63531,0.51549,0.09979,0.93989,0.71277,0.78787,0.50617,0.51287,0.55238,0.17545,0.0052975,0.0052975,0.0052975
382,10098.5,0.66229,0.48621,0.1042,0.94299,0.70391,0.7853,0.50001,0.52415,0.53647,0.17224,0.00528512,0.00528512,0.00528512
383,10125.3,0.62216,0.518,0.09526,0.91237,0.70891,0.78503,0.4782,0.54402,0.54852,0.17123,0.00527275,0.00527275,0.00527275
384,10152,0.61487,0.52818,0.09259,0.94212,0.7234,0.79464,0.51232,0.5132,0.53981,0.16447,0.00526038,0.00526038,0.00526038
385,10178.1,0.62235,0.52366,0.09086,0.91566,0.73918,0.80188,0.51514,0.50526,0.53412,0.16345,0.005248,0.005248,0.005248
386,10205.4,0.59374,0.53093,0.09231,0.92603,0.74894,0.79315,0.52345,0.49416,0.52831,0.1657,0.00523563,0.00523563,0.00523563
387,10231.6,0.6247,0.52476,0.0947,0.9273,0.7383,0.79228,0.51993,0.51012,0.51476,0.17104,0.00522325,0.00522325,0.00522325
388,10258.9,0.62501,0.52585,0.09158,0.91676,0.72553,0.79154,0.50487,0.53148,0.51027,0.175,0.00521088,0.00521088,0.00521088
389,10284.5,0.6335,0.53244,0.09631,0.9261,0.73404,0.79329,0.50293,0.52607,0.50922,0.17285,0.0051985,0.0051985,0.0051985
390,10310.6,0.66084,0.51553,0.10097,0.8382,0.66809,0.72666,0.36879,0.67844,0.53566,0.19419,0.00518612,0.00518612,0.00518612
391,10337.3,0.66094,0.49672,0.10068,0.91445,0.72128,0.78524,0.41907,0.62782,0.53271,0.18556,0.00517375,0.00517375,0.00517375
392,10363.8,0.67683,0.50844,0.10309,0.9076,0.72128,0.78915,0.47523,0.56763,0.52958,0.19279,0.00516138,0.00516138,0.00516138
393,10389.5,0.62481,0.51859,0.09578,0.89986,0.68828,0.77253,0.41026,0.61648,0.55403,0.18384,0.005149,0.005149,0.005149
394,10415.8,0.65018,0.52627,0.09979,0.87707,0.70213,0.76911,0.42065,0.60861,0.56194,0.17519,0.00513663,0.00513663,0.00513663
395,10442.4,0.67393,0.5067,0.09443,0.83596,0.67021,0.75254,0.37633,0.63947,0.57387,0.17857,0.00512425,0.00512425,0.00512425
396,10469.2,0.62629,0.51529,0.0956,0.89029,0.72516,0.78474,0.45485,0.57658,0.54598,0.17557,0.00511188,0.00511188,0.00511188
397,10495.1,0.72215,0.52798,0.11265,0.95525,0.7267,0.80432,0.51402,0.50747,0.54115,0.16079,0.0050995,0.0050995,0.0050995
398,10521.1,0.62432,0.53645,0.09495,0.94241,0.73123,0.80276,0.50487,0.52598,0.5292,0.16439,0.00508712,0.00508712,0.00508712
399,10547.6,0.64343,0.49815,0.09196,0.93994,0.7325,0.80449,0.51415,0.51151,0.52697,0.1651,0.00507475,0.00507475,0.00507475
400,10573.4,0.60083,0.49698,0.08773,0.93436,0.73617,0.80412,0.50567,0.52473,0.52369,0.16381,0.00506237,0.00506237,0.00506237
401,10600.4,0.62043,0.52354,0.09388,0.92,0.71489,0.7896,0.49544,0.52975,0.55221,0.16443,0.00505,0.00505,0.00505
402,10627.6,0.58836,0.5143,0.08229,0.92276,0.71176,0.78381,0.49881,0.53895,0.56489,0.16897,0.00503763,0.00503763,0.00503763
403,10654.6,0.56982,0.51412,0.08705,0.92624,0.72766,0.78876,0.49899,0.53662,0.54818,0.16631,0.00502525,0.00502525,0.00502525
404,10681.8,0.58727,0.507,0.08657,0.93442,0.7234,0.79709,0.50689,0.52641,0.52485,0.1678,0.00501287,0.00501287,0.00501287
405,10708.5,0.57918,0.50854,0.08702,0.93995,0.73617,0.80556,0.51648,0.50482,0.52442,0.16667,0.0050005,0.0050005,0.0050005
406,10735.4,0.57616,0.49462,0.08736,0.94487,0.72766,0.80749,0.52305,0.49746,0.52751,0.16797,0.00498813,0.00498813,0.00498813
407,10761.4,0.53824,0.49182,0.08333,0.94173,0.7234,0.80516,0.53283,0.48734,0.52306,0.16599,0.00497575,0.00497575,0.00497575
408,10789.1,0.55631,0.48958,0.08479,0.94187,0.724,0.80655,0.53743,0.49151,0.51154,0.16428,0.00496337,0.00496337,0.00496337
409,10816.1,0.52425,0.46135,0.07312,0.94612,0.7472,0.81197,0.53156,0.50303,0.49904,0.173,0.004951,0.004951,0.004951
410,10842,0.64773,0.49651,0.08726,0.95633,0.74545,0.81599,0.53314,0.4934,0.52299,0.16487,0.00493863,0.00493863,0.00493863
411,10867.8,0.58691,0.49011,0.08253,0.93396,0.7523,0.80861,0.52967,0.49955,0.53975,0.16707,0.00492625,0.00492625,0.00492625
412,10894.1,0.59553,0.50108,0.08882,0.94225,0.74681,0.80968,0.50134,0.53081,0.5221,0.1647,0.00491387,0.00491387,0.00491387
413,10920.3,0.54251,0.48243,0.07966,0.95827,0.74468,0.81688,0.53428,0.49273,0.52815,0.16565,0.0049015,0.0049015,0.0049015
414,10946.2,0.65079,0.51063,0.09229,0.959,0.74894,0.82169,0.52052,0.50372,0.52309,0.16945,0.00488913,0.00488913,0.00488913
415,10972.2,0.6202,0.49909,0.09016,0.94126,0.75007,0.81434,0.50513,0.52852,0.5081,0.16354,0.00487675,0.00487675,0.00487675
416,10998.4,0.62357,0.4828,0.0929,0.93415,0.72434,0.80888,0.46198,0.57255,0.53175,0.1647,0.00486437,0.00486437,0.00486437
417,11024.5,0.6284,0.51093,0.09144,0.93636,0.72553,0.80355,0.51101,0.5247,0.52081,0.16738,0.004852,0.004852,0.004852
418,11050.7,0.65329,0.48886,0.0922,0.92875,0.74882,0.80705,0.49941,0.55084,0.498,0.1763,0.00483963,0.00483963,0.00483963
419,11076.6,0.68626,0.53974,0.10168,0.90215,0.74544,0.79687,0.44604,0.59258,0.51909,0.18047,0.00482725,0.00482725,0.00482725
420,11102.9,0.67278,0.50402,0.09812,0.92487,0.73404,0.80107,0.44897,0.57803,0.5336,0.16951,0.00481487,0.00481487,0.00481487
421,11128.4,0.5837,0.53284,0.08511,0.93261,0.7067,0.7972,0.45035,0.56948,0.54244,0.16798,0.0048025,0.0048025,0.0048025
422,11154.9,0.61654,0.53225,0.09046,0.92739,0.74255,0.81052,0.51944,0.50626,0.53367,0.17112,0.00479013,0.00479013,0.00479013
423,11181.4,0.64736,0.512,0.09774,0.93919,0.75106,0.80962,0.5039,0.53983,0.51602,0.17848,0.00477775,0.00477775,0.00477775
424,11207.3,0.61565,0.51918,0.08969,0.93075,0.74354,0.80444,0.517,0.52667,0.52064,0.17507,0.00476537,0.00476537,0.00476537
425,11234,0.60506,0.48516,0.08614,0.93617,0.74899,0.81326,0.52309,0.51354,0.52307,0.15979,0.004753,0.004753,0.004753
426,11260.3,0.61407,0.52694,0.0895,0.92769,0.74894,0.81571,0.52914,0.5028,0.52225,0.16692,0.00474063,0.00474063,0.00474063
427,11286.7,0.57875,0.50922,0.08357,0.92426,0.72701,0.80838,0.53133,0.51106,0.51984,0.1652,0.00472825,0.00472825,0.00472825
428,11313,0.62671,0.48916,0.09111,0.94904,0.75289,0.82297,0.54015,0.5047,0.51464,0.17496,0.00471588,0.00471588,0.00471588
429,11340,0.56483,0.5169,0.08045,0.94161,0.7548,0.81188,0.54427,0.48746,0.51617,0.16646,0.0047035,0.0047035,0.0047035
430,11367.8,0.60769,0.51369,0.0894,0.90916,0.74527,0.80343,0.48427,0.5507,0.53382,0.1684,0.00469112,0.00469112,0.00469112
431,11394.5,0.60827,0.52744,0.08855,0.92368,0.72097,0.80122,0.51192,0.51277,0.53504,0.16513,0.00467875,0.00467875,0.00467875
432,11421.1,0.64773,0.51393,0.09,0.93329,0.72553,0.80336,0.52846,0.49985,0.53018,0.16085,0.00466638,0.00466638,0.00466638
433,11446.9,0.63537,0.48226,0.09185,0.94267,0.73191,0.80589,0.53059,0.50578,0.51513,0.17138,0.004654,0.004654,0.004654
434,11473.6,0.76014,0.4607,0.1065,0.91476,0.73617,0.79032,0.4587,0.59744,0.51783,0.17855,0.00464162,0.00464162,0.00464162
435,11500.1,0.62753,0.51591,0.09084,0.93239,0.73354,0.80028,0.52666,0.51069,0.51173,0.17158,0.00462925,0.00462925,0.00462925
436,11526.6,0.68349,0.49022,0.09345,0.95316,0.73602,0.81017,0.51024,0.53633,0.52688,0.17237,0.00461688,0.00461688,0.00461688
437,11553.2,0.57802,0.46737,0.08109,0.93936,0.72507,0.80262,0.53236,0.52427,0.50841,0.16827,0.0046045,0.0046045,0.0046045
438,11580.2,0.62082,0.4886,0.08517,0.96518,0.70762,0.80129,0.52608,0.53031,0.49893,0.16949,0.00459212,0.00459212,0.00459212
439,11606.6,0.58324,0.51876,0.08602,0.95128,0.74776,0.80433,0.52673,0.50077,0.53372,0.16727,0.00457975,0.00457975,0.00457975
440,11634.1,0.60055,0.51567,0.09075,0.94162,0.72065,0.7939,0.52779,0.50289,0.55594,0.17115,0.00456738,0.00456738,0.00456738
441,11660.8,0.59005,0.50864,0.09308,0.93662,0.72314,0.79047,0.51383,0.51097,0.55768,0.17517,0.004555,0.004555,0.004555
442,11687.9,0.58695,0.50813,0.08943,0.9364,0.72979,0.79805,0.49776,0.52401,0.56596,0.17276,0.00454263,0.00454263,0.00454263
443,11714.5,0.60161,0.48695,0.08877,0.93558,0.75319,0.81102,0.51979,0.49541,0.53703,0.17324,0.00453025,0.00453025,0.00453025
444,11740.8,0.59887,0.46769,0.08396,0.94134,0.7617,0.81473,0.51422,0.51324,0.52777,0.16872,0.00451788,0.00451788,0.00451788
445,11767.4,0.61155,0.50452,0.08458,0.94529,0.76383,0.82204,0.53403,0.49985,0.51629,0.16113,0.0045055,0.0045055,0.0045055
446,11794.9,0.60011,0.53978,0.08727,0.94851,0.74476,0.81292,0.51053,0.52833,0.5157,0.15439,0.00449312,0.00449312,0.00449312
447,11821.3,0.58413,0.52555,0.08407,0.94575,0.72979,0.79969,0.50882,0.51473,0.54656,0.15773,0.00448075,0.00448075,0.00448075
448,11848.4,0.59697,0.52513,0.08464,0.94106,0.74894,0.8067,0.4789,0.543,0.56264,0.15775,0.00446838,0.00446838,0.00446838
449,11875,0.60767,0.52494,0.08977,0.93843,0.74591,0.81052,0.51115,0.5141,0.54914,0.15575,0.004456,0.004456,0.004456
450,11901.8,0.55721,0.50991,0.0786,0.94097,0.74611,0.80845,0.50362,0.52706,0.54017,0.15574,0.00444362,0.00444362,0.00444362
451,11928.1,0.57279,0.51,0.08405,0.9382,0.75106,0.80815,0.54382,0.48322,0.53396,0.1497,0.00443125,0.00443125,0.00443125
452,11954.3,0.55391,0.50921,0.07921,0.96307,0.72979,0.80522,0.5464,0.47035,0.55664,0.15194,0.00441888,0.00441888,0.00441888
453,11981,0.58422,0.48822,0.08573,0.94948,0.73617,0.80497,0.54047,0.49102,0.53418,0.15645,0.0044065,0.0044065,0.0044065
454,12007.6,0.58188,0.49833,0.08392,0.95047,0.7383,0.81626,0.54938,0.47813,0.53347,0.15593,0.00439412,0.00439412,0.00439412
455,12035.3,0.59517,0.51471,0.08671,0.95047,0.73493,0.81676,0.5495,0.48091,0.53402,0.1504,0.00438175,0.00438175,0.00438175
456,12062.4,0.59006,0.49355,0.08645,0.93432,0.74468,0.82251,0.54744,0.47537,0.53672,0.14492,0.00436938,0.00436938,0.00436938
457,12088.1,0.54572,0.49882,0.08114,0.92874,0.74255,0.81519,0.54273,0.48246,0.52529,0.15899,0.004357,0.004357,0.004357
458,12114.2,0.55662,0.49913,0.08138,0.93565,0.74242,0.81491,0.54353,0.48379,0.53187,0.16141,0.00434462,0.00434462,0.00434462
459,12140.2,0.56073,0.50808,0.08012,0.9387,0.74942,0.81191,0.52888,0.5007,0.53305,0.16148,0.00433225,0.00433225,0.00433225
460,12166.5,0.57076,0.49661,0.0837,0.94091,0.74681,0.81009,0.52682,0.50259,0.53781,0.15696,0.00431987,0.00431987,0.00431987
461,12192.8,0.6066,0.48572,0.09156,0.94066,0.74196,0.82023,0.53613,0.48568,0.53533,0.1492,0.0043075,0.0043075,0.0043075
462,12219.6,0.56095,0.53784,0.08471,0.94052,0.74017,0.8175,0.54066,0.48079,0.53767,0.15474,0.00429512,0.00429512,0.00429512
463,12246.9,0.61148,0.49122,0.09114,0.9459,0.744,0.82256,0.55003,0.48385,0.51784,0.15871,0.00428275,0.00428275,0.00428275
464,12274.3,0.57059,0.51254,0.07806,0.93928,0.74468,0.81336,0.55012,0.49329,0.49988,0.16241,0.00427037,0.00427037,0.00427037
465,12301.7,0.54657,0.4846,0.07496,0.94595,0.74471,0.81702,0.55848,0.47571,0.50818,0.15306,0.004258,0.004258,0.004258
466,12328.3,0.61668,0.49071,0.08412,0.93301,0.71117,0.80165,0.4853,0.5538,0.54184,0.165,0.00424562,0.00424562,0.00424562
467,12354.6,0.58582,0.50045,0.0851,0.93402,0.74468,0.79994,0.49817,0.53215,0.53421,0.15691,0.00423325,0.00423325,0.00423325
468,12380.9,0.62085,0.48397,0.08838,0.95129,0.74681,0.81429,0.54087,0.48754,0.50519,0.15252,0.00422087,0.00422087,0.00422087
469,12407.6,0.61979,0.53385,0.08857,0.94101,0.74667,0.81177,0.53692,0.49748,0.49441,0.15965,0.0042085,0.0042085,0.0042085
470,12434,0.52852,0.51627,0.07371,0.90617,0.73617,0.79843,0.5082,0.52954,0.52924,0.15937,0.00419612,0.00419612,0.00419612
471,12459.8,0.61964,0.49571,0.08364,0.92369,0.73404,0.80346,0.52222,0.51542,0.51473,0.16098,0.00418375,0.00418375,0.00418375
472,12487.2,0.57153,0.50282,0.0785,0.90665,0.74396,0.79347,0.49545,0.55125,0.51389,0.16261,0.00417137,0.00417137,0.00417137
473,12513.7,0.70552,0.4999,0.09614,0.94937,0.74681,0.8102,0.52481,0.51171,0.51693,0.16774,0.004159,0.004159,0.004159
474,12539.6,0.59026,0.50177,0.08082,0.93962,0.7383,0.80362,0.527,0.50795,0.52032,0.16318,0.00414662,0.00414662,0.00414662
475,12566.3,0.5555,0.51573,0.07764,0.94152,0.72766,0.79853,0.52157,0.51015,0.52226,0.16269,0.00413425,0.00413425,0.00413425
476,12592.9,0.5437,0.52265,0.07683,0.9243,0.72745,0.79439,0.49701,0.5327,0.54265,0.16389,0.00412187,0.00412187,0.00412187
477,12619.4,0.59839,0.49573,0.0861,0.95198,0.74043,0.8074,0.52478,0.49778,0.52083,0.159,0.0041095,0.0041095,0.0041095
478,12645.8,0.59858,0.51304,0.09281,0.93866,0.74881,0.82173,0.54862,0.49442,0.49067,0.16256,0.00409713,0.00409713,0.00409713
479,12672.2,0.49809,0.48811,0.07816,0.9474,0.74043,0.82294,0.54512,0.50741,0.49342,0.16467,0.00408475,0.00408475,0.00408475
480,12698.3,0.63295,0.50736,0.08668,0.9505,0.75532,0.82926,0.54827,0.48526,0.51298,0.16478,0.00407237,0.00407237,0.00407237
481,12724.6,0.67752,0.49242,0.09254,0.93598,0.74657,0.81343,0.48984,0.54626,0.5268,0.17688,0.00406,0.00406,0.00406
482,12751,0.81041,0.53449,0.1094,0.90615,0.7234,0.80412,0.4841,0.56064,0.52906,0.17089,0.00404763,0.00404763,0.00404763
483,12776.6,0.61762,0.50122,0.0885,0.94103,0.74692,0.81897,0.51842,0.50945,0.51879,0.17006,0.00403525,0.00403525,0.00403525
484,12802.9,0.60004,0.52321,0.0831,0.95117,0.75319,0.82073,0.51944,0.50404,0.52408,0.17238,0.00402288,0.00402288,0.00402288
485,12829.2,0.55209,0.50512,0.08181,0.94547,0.73783,0.81287,0.52111,0.50174,0.53833,0.17182,0.0040105,0.0040105,0.0040105
486,12855.3,0.55328,0.50966,0.0755,0.94653,0.75957,0.81276,0.52388,0.50712,0.52484,0.16892,0.00399813,0.00399813,0.00399813
487,12880.9,0.55165,0.50306,0.07606,0.94965,0.75532,0.81681,0.52512,0.50046,0.52829,0.17069,0.00398575,0.00398575,0.00398575
488,12907.3,0.4982,0.50085,0.07162,0.95438,0.74255,0.81373,0.52353,0.49557,0.54986,0.16775,0.00397338,0.00397338,0.00397338
489,12933.8,0.54131,0.48944,0.07702,0.96023,0.77051,0.82323,0.54641,0.48064,0.53624,0.16163,0.003961,0.003961,0.003961
490,12959.8,0.57828,0.48412,0.07713,0.9501,0.7766,0.82193,0.53656,0.49466,0.53436,0.15549,0.00394863,0.00394863,0.00394863
491,12986.3,0.54001,0.49483,0.07421,0.9332,0.76809,0.81261,0.47273,0.57353,0.53531,0.16418,0.00393625,0.00393625,0.00393625
492,13012.8,0.64277,0.52335,0.08815,0.79607,0.67277,0.75395,0.38728,0.66327,0.55751,0.17755,0.00392388,0.00392388,0.00392388
493,13039.1,0.60659,0.48672,0.08285,0.87909,0.73191,0.78548,0.44478,0.6087,0.52074,0.17196,0.0039115,0.0039115,0.0039115
494,13065.5,0.54963,0.53316,0.07973,0.92792,0.73959,0.81296,0.49277,0.55152,0.52364,0.16829,0.00389913,0.00389913,0.00389913
495,13090.9,0.59,0.53938,0.0813,0.95147,0.73191,0.81213,0.508,0.54435,0.50457,0.16856,0.00388675,0.00388675,0.00388675
496,13117.3,0.89916,0.51484,0.13903,0.94611,0.7383,0.80522,0.49384,0.54373,0.52864,0.17657,0.00387437,0.00387437,0.00387437
497,13143.5,0.77746,0.65477,0.11665,0.90225,0.72665,0.7951,0.46102,0.59581,0.50634,0.17899,0.003862,0.003862,0.003862
498,13169.8,0.93717,0.51077,0.11946,0.86872,0.68936,0.75567,0.43193,0.62202,0.51515,0.18312,0.00384963,0.00384963,0.00384963
499,13196.2,0.64973,0.53805,0.08726,0.94872,0.74791,0.80314,0.47932,0.56113,0.5105,0.1743,0.00383725,0.00383725,0.00383725
500,13222.8,0.75833,0.53445,0.09684,0.9558,0.7362,0.81721,0.49428,0.53906,0.51321,0.17304,0.00382487,0.00382487,0.00382487
501,13249.7,0.66681,0.52458,0.09285,0.9087,0.70638,0.79362,0.45087,0.60381,0.52217,0.17593,0.0038125,0.0038125,0.0038125
502,13275.8,0.60857,0.49427,0.08135,0.94638,0.7383,0.81519,0.49704,0.54663,0.51206,0.16482,0.00380013,0.00380013,0.00380013
503,13302.6,0.56342,0.48506,0.07238,0.94595,0.73617,0.81853,0.51276,0.53369,0.51093,0.1685,0.00378775,0.00378775,0.00378775
504,13329.3,0.62069,0.50933,0.08057,0.9483,0.72553,0.81744,0.52852,0.51236,0.51629,0.16741,0.00377537,0.00377537,0.00377537
505,13355.8,0.56504,0.50313,0.07886,0.94364,0.72553,0.81463,0.55386,0.47737,0.51292,0.16083,0.003763,0.003763,0.003763
506,13381.9,0.58574,0.5085,0.07952,0.96304,0.71702,0.81523,0.5256,0.51059,0.53556,0.15871,0.00375063,0.00375063,0.00375063
507,13408.4,0.61822,0.50154,0.08614,0.95057,0.74894,0.82037,0.5468,0.48498,0.51283,0.15884,0.00373825,0.00373825,0.00373825
508,13435.1,0.59217,0.52196,0.08057,0.94093,0.74468,0.81875,0.52548,0.50729,0.53074,0.15239,0.00372587,0.00372587,0.00372587
509,13460.6,0.55832,0.53041,0.07761,0.92918,0.72577,0.80514,0.47928,0.55441,0.55383,0.1561,0.0037135,0.0037135,0.0037135
510,13486.8,0.59028,0.483,0.07876,0.92076,0.71064,0.79788,0.47139,0.5641,0.54876,0.1526,0.00370112,0.00370112,0.00370112
511,13513.4,0.55973,0.49044,0.07514,0.89544,0.72883,0.79801,0.47981,0.56308,0.53668,0.15177,0.00368875,0.00368875,0.00368875
512,13540.4,0.51998,0.486,0.07184,0.90797,0.67173,0.77172,0.43913,0.60007,0.54584,0.16162,0.00367637,0.00367637,0.00367637
513,13566.5,0.69803,0.45702,0.08947,0.90658,0.70206,0.78729,0.44854,0.59275,0.53784,0.15947,0.003664,0.003664,0.003664
514,13593.1,0.65663,0.5345,0.08994,0.86763,0.66596,0.75177,0.39242,0.64971,0.55397,0.16415,0.00365162,0.00365162,0.00365162
515,13619.8,0.74163,0.51725,0.09444,0.90026,0.70638,0.78232,0.434,0.62192,0.5244,0.16423,0.00363925,0.00363925,0.00363925
